word	count	ipa	variants	route	confidence	reason	layer
טוביה'ן	1	tˈibin		rule	MED		G
קאלומניסט	1	kalimnˈist		rule	LOW	alef-default	G
שרייבער	1	ʃrˈajbər		rule	MED		G
פסקים	1	pˈaskim		rule	LOW	pe-default	G
שטורעמישע	1	ʃtˈirəmiʃə		rule	MED		G
איבערליינען	1	ˈibərlajnən		rule	MED	prefix-rescue:gold+איבער	G
געטרייט	1	ɡətrˈajt		rule	MED		G
פחות	1	pˈuxis	pˈuxus	rule	LOW	sefaria-pointed	L
ספיק	1	sfik		rule	LOW	pe-default	G
מרדינים	1	mrdˈinim		rule	MED		G
אישו	1	ˈiʃi		rule	LOW	alef-default	G
קאמפיקירט	1	kˈamfikirt		rule	LOW	alef-default,pe-default	G
דירעקטלי	1	dˈirəktli		rule	MED		G
עקטשועל	1	ˈɛkʧiəl		rule	MED		G
סעלער	1	sˈɛlər		rule	MED		G
פלענס	1	flɛns		rule	LOW	pe-default	G
ס'ענדיגט	1	sˈɛndiɡt		rule	MED	clitic	G
ליסט	1	list		rule	MED		G
ביליגערע	1	bˈiliɡərə		rule	MED		G
געשריבענע	1	ɡəʃrˈibənə		rule	MED		G
זעכצן	1	zɛxʦn		rule	MED		G
געסעיווטע	1	ɡəsˈajvtə		rule	MED		G
איבערהערן	1	ˈibərhirn		rule	MED	prefix-rescue:gold+איבער	G
סיינסט	1	sajnst		rule	MED		G
לימיט	1	lˈimit		rule	MED		G
געהענדלט	1	ɡəhˈɛndlt		rule	MED		G
ארויפסיינען	1	arˈoʊfsajnən		rule	LOW	alef-default,pe-default	G
פערסאנעל	1	fˈɛrsanəl		rule	LOW	alef-default,pe-default	G
גריטינג	1	ɡrˈitinɡ	ɡrˈitink	rule	MED		G
בעיסיק	1	bˈajsik		rule	MED		G
פיטשערס	1	fˈiʧərs		rule	LOW	pe-default	G
טרייעל	1	trˈajəl		rule	MED		G
מלובלין	1	mlˈiblin		rule	MED		G
פלאצקער	1	flˈaʦkər		rule	LOW	alef-default,pe-default	G
מפרסם	1	mfˈirsajm	məfˈurəsajm	rule	LOW	model-pointed-guess	L
ארעד	1	ˈarəd	ˈarət	rule	LOW	alef-default	G
גלח	1	ɡˈilax		rule	LOW	sefaria-pointed	L
קרעטשמעס	1	krˈɛʧməs		rule	MED		G
אויסוויינען	1	ˈoʊsvajnən		rule	LOW	alef-default	G
לנפשות	1	lənfˈuʃɔjs		rule	LOW	lk-proclitic:sefaria+ל	L
וחסרונן	1	vəxɛsrˈɔjnun	vxəsrˈɔjnun	rule	LOW	sefaria-pointed	L
שווענקט	1	ʃvɛnkt		rule	MED		G
אלכוהול	1	ˈalxihil		rule	LOW	alef-default	G
שבראת	1	ʃɛburˈutu	ʃəburˈutu	rule	LOW	sefaria-pointed	L
עקטשולי	1	ˈɛkʧili		rule	MED		G
כתריאל	1	kisrˈiajl		rule	LOW	model-pointed-guess	L
קינן	1	kinn		rule	MED		G
חשד	1	xʃad	xʃat	rule	LOW	printed-respelling	L
אויסגעפארשט	1	ˈoʊzɡəfarʃt		rule	LOW	alef-default,pe-default	G
באקסעס	1	baksˈɛs		rule	LOW	alef-default	G
סעטלען	1	sˈɛtlən		rule	MED		G
אינסיידערס	1	ˈinsajdərs		rule	LOW	alef-default	G
פזרונות	1	fzrˈinis		fallback	LOW	pe-default,lk-fallback	L
עלידזשעבל	1	ˈɛliʤəbl		rule	MED		G
שובה	1	ʃˈibə		rule	MED		G
אומגינסטיגע	1	ˈimɡinstiɡə		rule	LOW	alef-default	G
פארלאפענע	1	farlˈafənə		rule	LOW	alef-default,pe-default	G
פארארדנט	1	farˈardnt		rule	LOW	alef-default,pe-default	G
באלדיגע	1	baldˈiɡə		rule	LOW	alef-default	G
באשליסונג	1	baʃlˈisinɡ	baʃlˈisink	rule	LOW	alef-default	G
ירעו	1	ˈirəi		rule	MED		G
ישחיתו	1	ˈiʃxisi		fallback	LOW	lk-fallback	L
קדשי	1	kdʃi		rule	MED		G
ווארפענע	1	vˈarfənə		rule	LOW	alef-default,pe-default	G
צדקניות	1	ʦadkunˈijɔjs		rule	LOW	model-pointed-guess	L
ווייבל	1	vaːbl		lexicon	HIGH		G
פארבלאנדזשעט	1	farblˈanʤət		rule	LOW	alef-default,pe-default	G
כנפי	1	xnfi		rule	LOW	pe-default	G
רייזמאן	1	rˈajzman		rule	LOW	alef-default	G
מדות	1	mˈidɔjs		rule	LOW	pointed-audio-endorsed	L
סודא	1	sˈida		rule	LOW	alef-default	G
דב	1	dɔjv	dɔjf	rule	LOW	model-pointed-guess	L
ליכטעלע	1	lˈixtələ		rule	MED		G
פארשטויסן	1	farʃtˈɔjsn		rule	LOW	alef-default,pe-default	G
סאן	1	sun		rule	MED	clitic	G
פראנסיסקא	1	frˈansiska		rule	LOW	alef-default,pe-default	G
המתפלל	1	hamispˈalajl		rule	LOW	lk-proclitic-pointed:sefaria-pointed	L
לאותו	1	lˈɔjsɔj	ləˈɔjsɔj	rule	LOW	sefaria-pointed	L
נענה	1	nˈɛnə		rule	MED		G
תחילה	1	txˈilə	təxˈilu	rule	LOW	model-pointed-guess	L
אידעלעך'ס	1	ˈidələxs		rule	LOW	alef-default	G
בוטה	1	bˈitə		rule	MED		G
געקלינט	1	ɡəklˈint		rule	MED		G
צוצומאכן	1	ʦˈiʦimaxn		rule	LOW	alef-default	G
האלדז	1	haldz	halds	rule	LOW	alef-default	G
נחשון	1	nˈaxʃɔjn		rule	LOW	sefaria-pointed	L
עמינדב	1	ˈɛmindb	ˈɛmindp	rule	MED		G
ווענט	1	vɛnt		rule	MED		G
דזשערזי	1	ʤˈɛrzi		rule	MED		G
אייגנטומער	1	ˈajɡntimər		rule	LOW	alef-default	G
לאדינאו	1	lˈadini		rule	LOW	alef-default	G
קאלאמביע	1	kˈalambiə		rule	LOW	alef-default	G
פארשלאסענע	1	farʃlˈasənə		rule	LOW	alef-default,pe-default	G
סטיר	1	stir		rule	MED		G
וועטער	1	vˈɛtər		rule	MED		G
ואהבתם	1	vaahˈavtəm	vaahˈavtɛm	rule	LOW	sefaria-pointed	L
הגר	1	hˈuɡur	hˈaɡajr|hˈaɡur	rule	LOW	audio-homograph	L
גרים	1	ɡrim		rule	MED		G
אומלעגאל	1	ˈimləɡal		rule	LOW	alef-default	G
גראסעריס	1	ɡrˈasəris		rule	LOW	alef-default	G
סדום	1	zdim		rule	MED		G
ס'סעטלט	1	ssɛtlt		rule	MED	clitic	G
מילק	1	milk		rule	MED		G
געלעגט	1	ɡəlˈɛɡt		rule	MED		G
רעגולער	1	rˈɛɡilər		rule	MED		G
טאמעיטאס	1	tˈamajtas		rule	LOW	alef-default	G
מיינעך	1	mˈajnəx		rule	MED		G
לעטערס	1	lˈɛtərs		rule	MED		G
באקוקטע	1	bakˈiktə		rule	LOW	alef-default	G
דעטיילס	1	dˈɛtajls		rule	MED		G
געבעט	1	ɡəbˈɛt		rule	MED	prefix-rescue:gold+גע	G
אנטרופן	1	ˈantrifn		rule	LOW	alef-default,pe-default	G
שו	1	ʃi		rule	MED		G
וויץ	1	viʦ		rule	MED		G
אויסגיין	1	ˈoʊzɡajn		rule	MED	prefix-rescue:gold+אויס	G
ניטיב	1	nˈitib	nˈitip	rule	MED		G
פריענס	1	frˈiəns		rule	LOW	pe-default	G
פלעש	1	flɛʃ		rule	LOW	pe-default	G
קאסטומערס	1	kˈastimərs		rule	LOW	alef-default	G
וואווער	1	vˈavər		rule	LOW	alef-default	G
חנות	1	xnis		fallback	LOW	lk-fallback	L
פארגענעלע	1	farɡənˈɛlə		rule	LOW	alef-default,pe-default	G
ציין	1	ʦajn		rule	MED		G
סיידע	1	sˈajdə		rule	MED		G
ביזן	1	bizn		rule	MED		G
דזולד	1	dzild	dzilt	rule	MED		G
נעדער	1	nˈɛdər		rule	MED		G
אויפשאן	1	ˈɔjfʃan		rule	LOW	alef-default,pe-default	G
פלעטפארם	1	flˈɛtfarm		rule	LOW	alef-default,pe-default	G
קאנטרעקט	1	kˈantrəkt		rule	LOW	alef-default	G
סכום	1	sxim		rule	MED		G
געבירט	1	ɡəbˈirt		rule	MED		G
פאנט	1	fant		rule	LOW	alef-default,pe-default	G
פרייצן	1	frajʦn		rule	LOW	pe-default	G
קביעות	1	kviˈɛɔjs	kəvˈiɔjs	rule	LOW	model-pointed-guess	L
עקספיריענס	1	ˈɛksfiriəns		rule	LOW	pe-default	G
פאפולער	1	fˈafilər		rule	LOW	alef-default,pe-default	G
בעיקעריי	1	bˈajkəraj		rule	MED		G
טייגן	1	tajɡn		rule	MED		G
אהא	1	ˈaha		rule	LOW	alef-default	G
וואסענען	1	vˈasənən		rule	LOW	alef-default	G
אפציע	1	ˈafʦiə		rule	LOW	alef-default,pe-default	G
בידן	1	bəˈiadn		rule	LOW	printed-respelling+suffix	L
מ'בידט	1	mbidt		rule	MED	clitic	G
שאוו	1	ʃav	ʃaf	rule	LOW	alef-default	G
פיק	1	fik		rule	LOW	pe-default	G
מ'חתמ'עט	1	mxsmə ɛt		rule	LOW	clitic	L
מ'שאלט	1	mʃalt		rule	LOW	clitic	G
קאנצערט	1	kˈanʦərt		rule	LOW	alef-default	G
פרעסט	1	frɛst		rule	LOW	pe-default	G
קליקס	1	kliks		rule	MED		G
גענוגע	1	ɡənˈiɡə		rule	MED		G
פשוטות	1	pʃˈitɔjs	pəʃˈutɔjs	rule	LOW	model-pointed-guess	L
אימייל	1	ˈimajl		rule	LOW	alef-default	G
צוגעשיקט	1	ʦˈiɡəʃikt		rule	MED		G
מחלוקה	1	maxlˈɔjkə		rule	LOW	lk-proclitic-pointed:printed-respelling	L
איבעי'ס	1	ˈibajs		rule	LOW	alef-default	G
טוירמס	1	tɔjrms		rule	MED		G
ענד	1	ɛnd	ɛnt	rule	MED		G
קאנדישענס	1	kˈandiʃəns		rule	LOW	alef-default	G
פראבלעמאטיש	1	frˈabləmatiʃ		rule	LOW	alef-default,pe-default	G
עקשעלי	1	ˈɛkʃəli		rule	MED		G
אקאונט	1	akˈaunt		lexicon	HIGH		E
פארפאלגטע	1	farfˈalɡtə		rule	LOW	alef-default,pe-default	G
מודעה	1	mˈidə		rule	MED		G
פארשאפן	1	farʃˈafn		rule	LOW	alef-default,pe-default	G
איינלי	1	ˈajnli		rule	LOW	alef-default	G
געקוועטשט	1	ɡəkvˈɛʧt		rule	MED		G
תפיסה'דיגע	1	sfˈishdiɡə		fallback	LOW	pe-default,lk-fallback	L
קאנסענט	1	kansˈɛnt		rule	LOW	alef-default	G
חתמ'עט	1	xsmə ɛt		fallback	LOW	lk-fallback	L
אנגערירט	1	ˈunɡərirt		lexicon	MED	audio-vowel	G
דעמעדזשעס	1	dˈɛməʤəs		rule	MED		G
קו	1	ki		rule	MED		G
המסתיר	1	hmsir		fallback	LOW	lk-fallback	L
זאפטיגע	1	zˈaftiɡə		rule	LOW	alef-default,pe-default	G
סט	1	st		fallback	LOW	lk-fallback	L
פראפייל	1	frˈafajl		rule	LOW	alef-default,pe-default	G
דן	1	dun		rule	LOW	sefaria-pointed	L
שווי	1	ʃvi		rule	MED		G
גע	1	ɡɛ		rule	MED		G
צוריקלייגן	1	ʦirˈiklajɡn		rule	MED	prefix-rescue:gold+צוריק	G
זמנו	1	zmni		rule	MED		G
איבערפאקן	1	ˈibərfakn		rule	LOW	alef-default,pe-default	G
אפמאכן	1	ˈupmaxn		rule	MED	prefix-rescue:gold+אפ	G
פארסן	1	farsn		rule	LOW	alef-default,pe-default	G
דעקלערן	1	dˈɛklərn		rule	MED		G
בענקראפסי	1	bˈɛnkrafsi		rule	LOW	alef-default,pe-default	G
ווענדן	1	vɛndn		rule	MED		G
מרובה	1	mrˈibə		rule	MED		G
ממון	1	mmin		rule	MED		G
אימפארטן	1	ˈimfartn		rule	LOW	alef-default,pe-default	G
וויינער	1	vˈajnər		rule	MED		G
עטער	1	ˈɛtər		rule	MED		G
שמעטער	1	ʃmˈɛtər		rule	MED		G
רעכן	1	rɛxn		rule	MED		G
סענדוויש	1	sˈɛndviʃ		rule	MED		G
געלוינט	1	ɡəlˈɔjnt		rule	MED		G
וועדזשעבלס	1	vˈɛʤəbls		rule	MED		G
אפערד	1	ˈafərd	ˈafərt	rule	LOW	alef-default,pe-default	G
אויסשען	1	ˈoʊsʃən		rule	LOW	alef-default	G
הפתנה	1	hfsnə		fallback	LOW	pe-default,lk-fallback	L
שומענדיגע	1	ʃˈiməndiɡə		rule	MED		G
נארישן	1	nˈariʃn		rule	LOW	alef-default	G
ליגען	1	lˈiɡən		rule	MED		G
סערק	1	sɛrk		rule	MED		G
פאסטער	1	fˈastər		rule	LOW	alef-default,pe-default	G
לאגדאלע	1	lˈaɡdalə		rule	LOW	alef-default	G
אויפשטיל	1	ˈɔjfʃtil		rule	LOW	alef-default,pe-default	G
נעגאלעסי	1	nˈɛɡaləsi		rule	LOW	alef-default	G
אויסן	1	oʊsn		rule	LOW	alef-default	G
אינוואלוונד	1	ˈinvalvnd	ˈinvalvnt	rule	LOW	alef-default	G
וועבסייט	1	vˈɛbsajt		rule	MED		G
פלעסלאנט	1	fləslˈant		rule	LOW	alef-default,pe-default	G
טרענסוועקשאן	1	trˈɛnsvəkʃan		rule	LOW	alef-default	G
פלעפערן	1	flˈɛfərn		rule	LOW	pe-default	G
ווידיאוס	1	vˈidiis		rule	LOW	alef-default	G
טארגעט	1	tˈarɡət		rule	LOW	alef-default	G
טאנער	1	tˈanər		rule	LOW	alef-default	G
סאלאווייטשיק	1	sˈalavajʧik		rule	LOW	alef-default	G
טראגעדיעס	1	trˈaɡədiəs		rule	LOW	alef-default	G
צערודערטע	1	ʦərˈidərtə		rule	MED		G
קעפל	1	kɛfl		rule	LOW	pe-default	G
סוספענדן	1	sˈisfəndn		rule	LOW	pe-default	G
אלול'דיגע	1	ˈalildiɡə		rule	LOW	alef-default	G
צוזאמליינען	1	ʦˈizamlajnən		rule	LOW	alef-default	G
החוזר	1	haxˈɔjzajr		rule	LOW	lk-proclitic-pointed:sefaria-pointed	L
ברויך	1	broʊx		lexicon	HIGH		G
רחמי	1	raxˈamaj		rule	LOW	sefaria-pointed	L
לוחם	1	lˈɔjxajm		rule	LOW	sefaria-pointed	L
דאטלאס	1	dˈatlas		rule	LOW	alef-default	G
קונטרסן	1	kintrsn		fallback	LOW	vowel-ratio	G
סוואניג	1	svˈaniɡ	svˈanik	rule	LOW	alef-default	G
וואדקא	1	vˈadka		rule	LOW	alef-default	G
מטאהש	1	mtaʃ		rule	LOW	alef-default	G
יפעל	1	ˈifəl		rule	LOW	pe-default	G
בשבתו	1	bʃˈabəsi		rule	LOW	lk-fallback	L
מחזיקי	1	maxazˈikaj		rule	LOW	sefaria-pointed	L
הדת	1	hˈadus		rule	LOW	sefaria-pointed	L
אנטווערפן	1	ˈantvərfn		rule	LOW	alef-default,pe-default	G
אפגעצייכנט	1	ˈɔpɡəʦajxnt		rule	LOW	alef-default,pe-default	G
אתחלתא	1	asxˈalsu		rule	LOW	model-pointed-guess	L
דגאולה	1	dɡˈilə		rule	LOW	alef-default	G
אדומות	1	ˈadvmɔjs		rule	LOW	model-pointed-guess	L
עלה	1	ˈɛlə		rule	MED		G
מום	1	mim		rule	MED		G
אפר	1	afr		rule	LOW	alef-default,pe-default	G
לטהר	1	ltˈahajr	lətˈahajr	rule	LOW	model-pointed-guess	L
טמאים	1	tmaːm		rule	LOW	alef-default	G
ספאנסעריי	1	sfˈansəraj		rule	LOW	alef-default,pe-default	G
אריינבאקומען	1	arˈaːnbakimən		rule	LOW	alef-default	G
סטיילס	1	stajls		rule	MED		G
סקאווער	1	skˈavər		rule	LOW	alef-default	G
חתנים	1	xasˈunim		rule	LOW	sefaria-pointed	L
כלות	1	kˈalɔjs	kəlˈɔjs	rule	LOW	audio-homograph	L
קויפטס	1	kɔjfʦ		rule	LOW	pe-default	G
אבנארמאל	1	ˈabnarmal		rule	LOW	alef-default	G
גאגא	1	ɡˈaɡa		rule	LOW	alef-default	G
טליתים	1	talˈisim		rule	LOW	model-pointed-guess	L
קיטלעך	1	kˈitləx		rule	MED		G
סטייל	1	stajl		rule	MED		G
גאנג	1	ɡanɡ	ɡank	rule	LOW	alef-default	G
לידער	1	lˈidər		rule	MED		G
אייטעם	1	ˈajtəm		rule	LOW	alef-default	G
אימפארטענט	1	imfartˈɛnt		rule	LOW	alef-default,pe-default	G
אייזבארג	1	ˈajzbarɡ	ˈajzbark	rule	LOW	alef-default	G
אומפארגעסליכער	1	ˈimfarɡəsləxər		rule	LOW	alef-default,pe-default	G
נעפיו	1	nˈɛfji		rule	LOW	pe-default	G
שוואגערס	1	ʃvˈaɡərs		rule	LOW	alef-default	G
הכלה	1	hakˈalə		rule	LOW	lk-proclitic-pointed:sefaria-pointed	L
פאפוטשן	1	fˈafiʧn		rule	LOW	alef-default,pe-default	G
עסטרייכער	1	ˈɛstrajxər		rule	MED		G
חובת	1	xˈɔjvas		rule	LOW	sefaria-pointed	L
אבלו	1	ˈabli		rule	LOW	alef-default	G
וצהלתו	1	ˈiʦhlsi		fallback	LOW	lk-fallback	L
מיינער	1	mˈajnər		rule	MED		G
לאנגיעריגער	1	lˈanɡiəriɡər		rule	LOW	alef-default	G
אראפגעלאזט	1	arˈupɡəlɔzt		rule	MED	prefix-rescue:gold+אראפגע	G
ממלוא	1	mmlˈia		rule	LOW	alef-default	G
מבני	1	mbni		rule	MED		G
המלה	1	hamˈilə		rule	LOW	lk-proclitic:sefaria+ה	L
סקעדזשול	1	skˈɛʤil		rule	MED		G
מ'רוקט	1	mrikt		rule	MED	clitic	G
שמעלקא	1	ʃmˈɛlka		rule	LOW	alef-default	G
סיביר	1	sibˈir		rule	MED		G
קאלישליצער	1	kˈaliʃliʦər		rule	LOW	alef-default	G
אילי	1	ˈili		rule	LOW	alef-default	G
בעטער	1	bˈɛtər		rule	MED		G
ניס	1	nis		rule	MED		G
וועלטענע	1	vˈɛltənə		rule	MED		G
קאמפלימענטס	1	kamflimˈɛnʦ		rule	LOW	alef-default,pe-default	G
יוגנט	1	jiɡnt		rule	MED		G
טרעפליכע	1	trˈɛfləxə		rule	LOW	pe-default	G
ווערקלעך	1	vˈɛrkləx		rule	MED		G
מלחנא	1	mlxna		fallback	LOW	alef-default,lk-fallback	L
פייגעלער	1	fˈajɡələr		rule	LOW	pe-default	G
בפתחי	1	bəpˈisxaj		rule	LOW	lk-proclitic:sefaria+ב	L
"תומ""ה"	1	tuf vuv mɛm haj	tuf vuf mɛm haj	rule	LOW	letter-names	A
זכרו	1	zxri		rule	MED		G
דזשורעוועל	1	ʤˈirəvəl		rule	MED		G
נויפעלד	1	nˈɔjfəld	nˈɔjfəlt	rule	LOW	pe-default	G
טוויקן	1	tvikn		rule	MED		G
אינגרידיענטס	1	ˈinɡridiənʦ		rule	LOW	alef-default	G
חנופה	1	xnˈifə		fallback	LOW	pe-default,lk-fallback	L
שהיא	1	ʃhˈia		rule	LOW	alef-default	G
גבולי	1	ɡbˈili		rule	MED		G
קביעת	1	kbˈiəs		fallback	LOW	lk-fallback	L
מסיבת	1	msˈibas	məsˈibas	rule	LOW	model-pointed-guess	L
ינדע	1	ˈində		rule	MED		G
פיפטע	1	fˈiftə		rule	LOW	pe-default	G
קווארטיר	1	kvartˈir		rule	LOW	alef-default	G
בראשות	1	brˈaʃis		fallback	LOW	alef-default,lk-fallback	L
מלמדים	1	mlmdim		rule	MED		G
גלאנץ	1	ɡlanʦ		rule	LOW	alef-default	G
באהאלטענערהייט	1	bahˈaltənərhaːt		rule	LOW	alef-default	G
טראפן	1	trapn		lexicon	MED	audio-pe	G
מקרא	1	mkra		rule	LOW	alef-default	G
אטאפסי	1	ˈatafsi		rule	LOW	alef-default,pe-default	G
שיסעריי	1	ʃˈisəraj		rule	MED		G
מיכאל	1	mˈixal		rule	LOW	alef-default	G
מזרחי	1	mizrˈuxi		rule	LOW	sefaria-pointed	L
מאלל	1	mall		rule	LOW	alef-default	G
בריזעריי	1	brˈizəraj		rule	MED		G
מציאנע	1	mʦˈianə		rule	LOW	alef-default	G
שיסער	1	ʃˈisər		rule	MED		G
פאליס	1	pˈalis		lexicon	MED	audio-pe	G
מודעות	1	midˈuɔjs	mudˈuɔjs	rule	LOW	model-pointed-guess	L
וחצרות	1	vaxaʦˈajrɔjs		rule	LOW	model-pointed-guess	L
"י""ד"	1	jid dˈuləd	jit dˈulət	rule	LOW	letter-names	A
גינת	1	ɡins		fallback	LOW	lk-fallback	L
ווארפן	1	varfn		rule	LOW	alef-default,pe-default	G
קאונטרי	1	kˈintri		rule	LOW	alef-default	G
קרישקעלע	1	krˈiʃkələ		rule	MED		G
אייניקל'ס	1	ˈajnikls		rule	LOW	alef-default	G
אהערקומען	1	ahˈɛrkimən		rule	MED	prefix-rescue:gold+אהער	G
געענק	1	ɡəˈɛnk		rule	MED	prefix-rescue:gold+גע	G
בעלז	1	bɛlz	bɛls	rule	MED		G
המבדיל	1	hmbdil		rule	MED		G
ויוצאות	1	ˈɔjiʦis		fallback	LOW	alef-default,lk-fallback	L
תרשיש	1	tˈarʃiʃ		rule	LOW	sefaria-pointed	L
ופול	1	ˈifil		rule	LOW	pe-default	G
ולוד	1	ˈilid	ˈilit	rule	MED		G
הבה	1	hˈuvə	hˈuvu	rule	LOW	sefaria-pointed	L
יתנו	1	jˈitni	jˈitnu	rule	LOW	model-pointed-guess	L
פדיום	1	fdjim		rule	LOW	pe-default	G
מ'צינדט	1	mʦindt		rule	MED	clitic	G
"לע""נ"	1	lˈaməd ˈajən nin	lˈamət ˈajən nin	rule	LOW	letter-names	A
אבדל	1	abdl		rule	LOW	alef-default	G
החודש	1	hˈaxvdɛʃ		rule	LOW	lk-proclitic-pointed:sefaria-pointed	L
כנבואת	1	kinvˈuas	kinvˈias	rule	LOW	model-pointed-guess	L
ס'אינטערעסירט	1	sˈintərəsirt		rule	LOW	clitic	G
שאפראן	1	ʃˈafran		rule	LOW	alef-default,pe-default	G
עלעקטריזירונג	1	ələktrizˈirinɡ	ələktrizˈirink	rule	MED		G
לייביש	1	lˈajbiʃ		rule	MED		G
ליש	1	liʃ		rule	MED		G
בראנד	1	brand	brant	rule	LOW	alef-default	G
באנדאזשירט	1	bandˈaʒirt		rule	LOW	alef-default	G
רגל	1	rˈɛɡɛl	rˈuɡɛl|rˈɔjɡajl	rule	LOW	audio-homograph	L
ונפלאות	1	vniflˈuɔjs	vəniflˈuɔjs	rule	LOW	sefaria-pointed	L
פרייע	1	frˈajə		rule	LOW	pe-default	G
אוועקשטופן	1	avˈɛkʃtifn		rule	LOW	alef-default,pe-default	G
העד	1	hɛd	hɛt	rule	MED		G
קאונסלער	1	kˈinslər		rule	LOW	alef-default	G
פאונס	1	fins		rule	LOW	alef-default,pe-default	G
סעלפאון	1	sˈɛlfin		rule	LOW	alef-default,pe-default	G
יניקה	1	ˈinikə		rule	MED		G
משכון	1	mʃxin		rule	MED		G
היילט	1	hajlt		rule	MED		G
ערפילט	1	ˈɛrfilt		rule	LOW	pe-default	G
געפענגעניש	1	ɡəfˈɛnɡəniʃ		rule	LOW	pe-default	G
בכח	1	bxˈɔjxa	bəxˈɔjxa	rule	LOW	model-pointed-guess	L
קראלי	1	krˈali		rule	LOW	alef-default	G
קאמערעס	1	kˈamərəs		rule	LOW	alef-default	G
שאנק	1	ʃank		rule	LOW	alef-default	G
יוניטס	1	jˈiniʦ		rule	MED		G
באנגעלאוס	1	banɡˈɛlis		rule	LOW	alef-default	G
פסול'ע	1	fsˈilə		rule	LOW	pe-default	G
וואטערפרוף	1	vˈatərfrif		rule	LOW	alef-default,pe-default	G
האלטערס	1	hˈaltərs		rule	LOW	alef-default	G
קאנטריס	1	kˈantris		rule	LOW	alef-default	G
מאנסי'ער	1	mˈansiər		rule	LOW	alef-default	G
צייטונגען	1	ʦˈajtinɡən		rule	MED		G
פאסאזשירן	1	fˈasaʒirn		rule	LOW	alef-default,pe-default	G
קרייס	1	krajs		rule	MED		G
אפגעווישט	1	ˈɔpɡəviʃt		rule	LOW	alef-default,pe-default	G
זעלענסקי	1	zˈɛlənski		rule	MED		G
הירא	1	hˈira		rule	LOW	alef-default	G
והארות	1	vəhɛˈurɔjs		rule	LOW	model-pointed-guess	L
באנקעט	1	bankˈɛt		rule	LOW	alef-default	G
עמודי	1	ˈɛmidi		rule	MED		G
געדאפלט	1	ɡədˈaflt		rule	LOW	alef-default,pe-default	G
קוליסן	1	kˈilisn		rule	MED		G
צוזאמגערעדט	1	ʦˈizamɡərədt		rule	LOW	alef-default	G
שאקט	1	ʃakt		rule	LOW	alef-default	G
פאלנער	1	fˈalnər		rule	LOW	alef-default,pe-default	G
חושד	1	xˈɔjʃajd	xˈɔjʃajt	rule	LOW	model-pointed-guess	L
געדויערט	1	ɡədˈɔjərt		rule	MED		G
אפגעוואלט	1	ˈupɡəvɔlt		rule	MED	prefix-rescue:gold+אפגע	G
געס	1	ɡɛs		rule	MED		G
ענער	1	ˈɛnər		rule	MED		G
בראס	1	bras		rule	LOW	alef-default	G
געווארנען	1	ɡəvˈarnən		rule	LOW	alef-default	G
געמענטשט	1	ɡəmˈɛnʧt		rule	MED		G
געוואוינען	1	ɡəvˈɔjnən		rule	LOW	alef-default	G
זאלי	1	zˈali		rule	LOW	alef-default	G
וואלוול	1	valvl		rule	LOW	alef-default	G
ושניה	1	ˈiʃni		rule	MED		G
באקסטו	1	bakstˈi		rule	LOW	alef-default	G
מגן	1	mˈuɡajn		rule	LOW	pointed-audio-endorsed	L
דהילולא	1	dhˈilila		rule	LOW	alef-default	G
שקורה	1	ʃkˈirə		rule	MED		G
במדינת	1	bəmdˈinas		rule	LOW	lk-proclitic:sefaria+ב	L
בגרמניה	1	bɡrmni		fallback	LOW	vowel-ratio	G
המחטיאו	1	hmxtˈii		fallback	LOW	alef-default,lk-fallback	L
ההורגו	1	hhˈirɡi		rule	MED		G
ככה	1	kˈuxə	kˈuxu	rule	LOW	sefaria-pointed	L
ואיך	1	ˈiaːx		rule	LOW	alef-default	G
שאצל	1	ʃaʦl		rule	LOW	alef-default	G
המלחמה	1	hamilxˈumə		rule	LOW	lk-proclitic-pointed:sefaria-pointed	L
מעתה	1	majˈatu		rule	LOW	sefaria-pointed	L
ממדינת	1	mimdˈinas		rule	LOW	lk-proclitic:sefaria+מ	L
להתפס	1	lhsfs		fallback	LOW	pe-default,lk-fallback	L
בקליפת	1	bklifs		fallback	LOW	pe-default,lk-fallback	L
הציונות	1	hʦjˈinis		fallback	LOW	lk-fallback	L
פרסום	1	frsim		rule	LOW	pe-default	G
געשפרינגען	1	ɡəʃprˈinɡən		rule	LOW	pe-default	G
איבערלעבער	1	ˈibərləbər		rule	LOW	alef-default	G
שישי	1	ʃˈiʃi		rule	MED		G
מערכה	1	mˈɛrxə		rule	MED		G
ורדיפות	1	ˈirdifis		fallback	LOW	pe-default,lk-fallback	L
סענט	1	sɛnt		rule	MED		G
באשאפן	1	baʃˈafn		rule	LOW	alef-default,pe-default	G
אונטערדריקונג	1	ˈintərdrikinɡ	ˈintərdrikink	rule	LOW	alef-default	G
